ComplexName,Reference
BLOC1-BLOC2 complex,Q8TDH9
BLOC1-BLOC2 complex,Q969F9
BLOC1-BLOC2 complex,Q96EV8
BLOC1-BLOC2 complex,Q9NUP1
BLOC1-BLOC2 complex,Q9UL45
BLOC1-BLOC2 complex,Q9UPZ3
BMI1-HPH1-HPH2 complex,P35226
BMI1-HPH1-HPH2 complex,P78364
BMI1-HPH1-HPH2 complex,Q8IXK0
BMP2-BRIA complex,P12643
BMP2-BRIA complex,P12644
BMP2-BRIA complex,P36894
BMP4-BGN complex,P12644
BMP4-BGN complex,P21810
BMP4-TWSG1 complex,P12644
BMP4-TWSG1 complex,Q9GZX9
BNIP2-ARHGAP8 complex,P85298
BNIP2-ARHGAP8 complex,Q12982
BOLA2-GLRX3 complex,O76003
BOLA2-GLRX3 complex,Q9H3K6
BORC complex,O95295
BORC complex,P78537
BORC complex,Q6QNY1
BORC complex,Q969J3
BORC complex,Q96B45
BORC complex,Q96FH0
BORC complex,Q96GS4
BORC complex,Q9BQD3
BP-SMAD complex,O14867
BP-SMAD complex,O15198
BP-SMAD complex,O95452
BP-SMAD complex,P17980
BP-SMAD complex,P19447
BP-SMAD complex,P50539
BP-SMAD complex,Q13118
BP-SMAD complex,Q15582
"BRAF-CNK1 complex, not RAS stimulated",P15056
"BRAF-CNK1 complex, not RAS stimulated",Q969H4
BRAF-MAP2K1-MAP2K2-YWHAE complex,P15056
BRAF-MAP2K1-MAP2K2-YWHAE complex,P36507
BRAF-MAP2K1-MAP2K2-YWHAE complex,P62258
BRAF-MAP2K1-MAP2K2-YWHAE complex,Q02750
BRAF-RAF1-14-3-3 complex,P04049
BRAF-RAF1-14-3-3 complex,P15056
BRAF-RAF1-14-3-3 complex,P63104
BRAF53-BRCA2 complex,O60341
BRAF53-BRCA2 complex,P51587
BRAF53-BRCA2 complex,Q13547
BRAF53-BRCA2 complex,Q92769
BRAF53-BRCA2 complex,Q96BD5
BRAF53-BRCA2 complex,Q9P0W2
BRAF53-BRCA2 complex,Q9UKL0
BRAFT complex,O15287
BRAFT complex,O15360
BRAFT complex,P15927
BRAFT complex,P27694
BRAFT complex,P35244
BRAFT complex,P40692
BRAFT complex,P54132
BRAFT complex,Q00597
BRAFT complex,Q13472
BRAFT complex,Q9HB96
BRAFT complex,Q9H9A7
BRAFT complex,Q9NPI8
BRAFT complex,Q9NW38
BRCA1-BACH1 complex,P38398
BRCA1-BACH1 complex,Q9BX63
BRCA1-BARD1-BACH1-DNA damage complex I,O14867
BRCA1-BARD1-BACH1-DNA damage complex I,P38398
BRCA1-BARD1-BACH1-DNA damage complex I,P40692
BRCA1-BARD1-BACH1-DNA damage complex I,P52701
BRCA1-BARD1-BACH1-DNA damage complex I,Q92547
BRCA1-BARD1-BACH1-DNA damage complex I,Q99728
BRCA1-BARD1-BACH1-DNA damage complex II,O14867
BRCA1-BARD1-BACH1-DNA damage complex II,O60934
BRCA1-BARD1-BACH1-DNA damage complex II,P38398
BRCA1-BARD1-BACH1-DNA damage complex II,P49959
BRCA1-BARD1-BACH1-DNA damage complex II,Q92547
BRCA1-BARD1-BACH1-DNA damage complex II,Q92878
BRCA1-BARD1-BACH1-DNA damage complex II,Q99708
BRCA1-BARD1-BACH1-DNA damage complex II,Q99728
BRCA1-BARD1-BRCA2-DNA damage complex III,P38398
BRCA1-BARD1-BRCA2-DNA damage complex III,P51587
BRCA1-BARD1-BRCA2-DNA damage complex III,Q99728
BRCA1-BARD1-POLR2A complex,P24928
BRCA1-BARD1-POLR2A complex,P38398
BRCA1-BARD1-POLR2A complex,Q99728
BRCA1-BARD1-UbcH7c complex,P38398
BRCA1-BARD1-UbcH7c complex,P68036
BRCA1-BARD1-UbcH7c complex,Q99728
BRCA1-cABL complex,P00519
BRCA1-cABL complex,P38398
BRCA1-core RNA polymerase II complex,O15514
BRCA1-core RNA polymerase II complex,P19387
BRCA1-core RNA polymerase II complex,P19388
BRCA1-core RNA polymerase II complex,P24928
BRCA1-core RNA polymerase II complex,P30876
BRCA1-core RNA polymerase II complex,P36954
BRCA1-core RNA polymerase II complex,P38398
BRCA1-core RNA polymerase II complex,P52434
BRCA1-core RNA polymerase II complex,P52435
BRCA1-core RNA polymerase II complex,P53803
BRCA1-core RNA polymerase II complex,P61218
BRCA1-core RNA polymerase II complex,P62487
BRCA1-core RNA polymerase II complex,P62875
BRCA1-CtIP-CtBP complex,P38398
BRCA1-CtIP-CtBP complex,Q13363
BRCA1-CtIP-CtBP complex,Q99708
BRCA1-CTIP-ZBRK1 repressor complex,P38398
BRCA1-CTIP-ZBRK1 repressor complex,Q99708
BRCA1-CTIP-ZBRK1 repressor complex,Q9GZX5
BRCA1-HDAC1-HDAC2 complex,P38398
BRCA1-HDAC1-HDAC2 complex,Q13547
BRCA1-HDAC1-HDAC2 complex,Q92769
BRCA1-IRIS-pre-replication complex,O75496
BRCA1-IRIS-pre-replication complex,Q13415
BRCA1-IRIS-pre-replication complex,Q5YLB2
BRCA1-IRIS-pre-replication complex,Q99741
BRCA1-LMO4-CTIP complex,P38398
BRCA1-LMO4-CTIP complex,P61968
BRCA1-LMO4-CTIP complex,Q99708
BRCA1-RAD50-MRE11-NBS1 complex,O60934
BRCA1-RAD50-MRE11-NBS1 complex,P38398
BRCA1-RAD50-MRE11-NBS1 complex,P49959
BRCA1-RAD50-MRE11-NBS1 complex,Q92878
BRCA1-RAD51 complex,P38398
BRCA1-RAD51 complex,Q06609
BRCA1-RNA polymerase II complex,O15514
BRCA1-RNA polymerase II complex,P13984
BRCA1-RNA polymerase II complex,P18074
BRCA1-RNA polymerase II complex,P19387
BRCA1-RNA polymerase II complex,P19388
BRCA1-RNA polymerase II complex,P19447
BRCA1-RNA polymerase II complex,P20226
BRCA1-RNA polymerase II complex,P24928
BRCA1-RNA polymerase II complex,P29083
BRCA1-RNA polymerase II complex,P29084
BRCA1-RNA polymerase II complex,P30876
BRCA1-RNA polymerase II complex,P32780
BRCA1-RNA polymerase II complex,P35269
BRCA1-RNA polymerase II complex,P36954
BRCA1-RNA polymerase II complex,P38398
BRCA1-RNA polymerase II complex,P52434
BRCA1-RNA polymerase II complex,P52435
BRCA1-RNA polymerase II complex,P53803
BRCA1-RNA polymerase II complex,P61218
BRCA1-RNA polymerase II complex,P62487
BRCA1-RNA polymerase II complex,P62875
BRCA1-RNA polymerase II complex,Q00403
BRCA1-RNA polymerase II complex,Q13503
BRCA1-RNA polymerase II complex,Q13888
BRCA1-RNA polymerase II complex,Q13889
BRCA1-RNA polymerase II complex,Q92759
BRCA1-SMAD3 complex,P38398
BRCA1-SMAD3 complex,P84022
BRCA1-VCP complex,P38398
BRCA1-VCP complex,P55072
BRCA1 A complex,P38398
BRCA1 A complex,Q6UWZ7
BRCA1 A complex,Q96RL1
BRCA1 A complex,Q99728
BRCA1 B complex,O14867
BRCA1 B complex,P38398
BRCA1 B complex,Q99728
BRCA1 C complex,P38398
BRCA1 C complex,Q96RL1
BRCA1 C complex,Q99708
BRCA1 C complex,Q99728
BRCC complex,P38398
BRCC complex,P46736
BRCC complex,P51587
BRCC complex,Q06609
BRCC complex,Q9NXR7
BRD4-P-TEFb complex,O60563
BRD4-P-TEFb complex,O60885
BRD4-P-TEFb complex,P50750
BRD4-RFC complex,O60885
BRD4-RFC complex,P35249
BRD4-RFC complex,P35250
BRD4-RFC complex,P35251
BRD4-RFC complex,P40937
BRD4-RFC complex,P40938
BRD4 complex,O60244
BRD4 complex,O60563
BRD4 complex,O60885
BRD4 complex,O75448
BRD4 complex,P50750
BRD4 complex,Q15648
BRD4 complex,Q93074
BRD4 complex,Q9NVC6
BRD7-BAF60A-MEP50 complex,Q96GM5
BRD7-BAF60A-MEP50 complex,Q9BQA1
BRD7-BAF60A-MEP50 complex,Q9NPI1
BRD7-CBP-SWI\u2013SNF complex,O14744
BRD7-CBP-SWI\u2013SNF complex,P51531
BRD7-CBP-SWI\u2013SNF complex,P51532
BRD7-CBP-SWI\u2013SNF complex,Q8WUB8
BRD7-CBP-SWI\u2013SNF complex,Q969G3
BRD7-CBP-SWI\u2013SNF complex,Q9NPI1
BRD7-CBP-SWI\u2013SNF complex,Q9NWQ8
BRD7-EZH2-SUZ12 complex,Q15022
BRD7-EZH2-SUZ12 complex,Q15910
BRD7-EZH2-SUZ12 complex,Q9NPI1
BRD7-SWI\u2013SNF-SUZ12 complex,P51531
BRD7-SWI\u2013SNF-SUZ12 complex,P51532
BRD7-SWI\u2013SNF-SUZ12 complex,Q15022
BRD7-SWI\u2013SNF-SUZ12 complex,Q9NPI1
BRD7-SWI\u2013SNF-SUZ12 complex,Q9NVM4
BRD7-SWI\u2013SNF complex,O14497
BRD7-SWI\u2013SNF complex,O14744
BRD7-SWI\u2013SNF complex,O96019
BRD7-SWI\u2013SNF complex,P51531
BRD7-SWI\u2013SNF complex,P51532
BRD7-SWI\u2013SNF complex,Q8TAQ2
BRD7-SWI\u2013SNF complex,Q8WUB8
BRD7-SWI\u2013SNF complex,Q92922
BRD7-SWI\u2013SNF complex,Q969G3
BRD7-SWI\u2013SNF complex,Q96GM5
BRD7-SWI\u2013SNF complex,Q9NPI1
BRG1-associated complex,O14497
BRG1-associated complex,O14744
BRG1-associated complex,O96019
BRG1-associated complex,P51532
BRG1-associated complex,Q12824
BRG1-associated complex,Q8TAQ2
BRG1-associated complex,Q92922
BRG1-associated complex,Q969G3
BRG1-associated complex,Q96GM5
Brg1-associated complex I,O14497
Brg1-associated complex I,O14744
Brg1-associated complex I,O96019
Brg1-associated complex I,P51532
Brg1-associated complex I,Q12824
Brg1-associated complex I,Q8TAQ2
Brg1-associated complex I,Q92922
Brg1-associated complex I,Q969G3
Brg1-associated complex I,Q96GM5
Brg1-associated complex II,O14497
Brg1-associated complex II,O14744
Brg1-associated complex II,O96019
Brg1-associated complex II,P51532
Brg1-associated complex II,Q12824
Brg1-associated complex II,Q8TAQ2
Brg1-associated complex II,Q92922
Brg1-based SWI/SNF complex,O96019
Brg1-based SWI/SNF complex,Q12824
Brg1-based SWI/SNF complex,Q8TAQ2
Brg1-based SWI/SNF complex,Q92922
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,O14497
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,O14744
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,O96019
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,P51532
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q12824
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q8TAQ2
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q92769
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q92922
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q969G3
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q96GM5
BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I,Q96ST3
BRG1-SIN3A complex,O14497
BRG1-SIN3A complex,O14744
BRG1-SIN3A complex,O96019
BRG1-SIN3A complex,P51532
BRG1-SIN3A complex,Q09028
BRG1-SIN3A complex,Q12824
BRG1-SIN3A complex,Q6STE5
BRG1-SIN3A complex,Q8TAQ2
BRG1-SIN3A complex,Q92769
BRG1-SIN3A complex,Q92922
BRG1-SIN3A complex,Q92925
BRG1-SIN3A complex,Q969G3
BRG1-SIN3A complex,Q96GM5
BRG1-SIN3A complex,Q96ST3
Brm-associated complex,O14497
Brm-associated complex,O14744
Brm-associated complex,O96019
Brm-associated complex,P51531
Brm-associated complex,Q12824
Brm-associated complex,Q8TAQ2
Brm-associated complex,Q92922
Brm-associated complex,Q969G3
Brm-associated complex,Q96GM5
BRM-associated complex,Q92925
BRM-SIN3A-HDAC complex,O14497
BRM-SIN3A-HDAC complex,O14744
BRM-SIN3A-HDAC complex,O96019
BRM-SIN3A-HDAC complex,P51531
BRM-SIN3A-HDAC complex,Q12824
BRM-SIN3A-HDAC complex,Q8TAQ2
BRM-SIN3A-HDAC complex,Q92769
BRM-SIN3A-HDAC complex,Q92922
BRM-SIN3A-HDAC complex,Q92925
BRM-SIN3A-HDAC complex,Q969G3
BRM-SIN3A-HDAC complex,Q96GM5
BRM-SIN3A-HDAC complex,Q96ST3
BRM-SIN3A complex,O14497
BRM-SIN3A complex,O14744
BRM-SIN3A complex,O96019
BRM-SIN3A complex,P51531
BRM-SIN3A complex,Q09028
BRM-SIN3A complex,Q12824
BRM-SIN3A complex,Q13547
BRM-SIN3A complex,Q6STE5
BRM-SIN3A complex,Q8TAQ2
BRM-SIN3A complex,Q92769
BRM-SIN3A complex,Q92922
BRM-SIN3A complex,Q92925
BRM-SIN3A complex,Q969G3
BRM-SIN3A complex,Q96GM5
BRM-SIN3A complex,Q96ST3
BRMS1-RBP1 complex,Q4LE39
BRMS1-RBP1 complex,Q9HCU9
BRMS1-SIN3-HDAC complex,O75182
BRMS1-SIN3-HDAC complex,O75446
BRMS1-SIN3-HDAC complex,Q09028
BRMS1-SIN3-HDAC complex,Q13547
BRMS1-SIN3-HDAC complex,Q16576
BRMS1-SIN3-HDAC complex,Q92769
BRMS1-SIN3-HDAC complex,Q96ST3
BRMS1-SIN3-HDAC complex,Q9HCU9
BUB1-BUB3 complex,O43683
BUB1-BUB3 complex,O43684
BVR-PKCD-ERK2 complex,P28482
BVR-PKCD-ERK2 complex,P53004
BVR-PKCD-ERK2 complex,Q05655
c-Abl-CAS-Abi1 complex,P00519
c-Abl-CAS-Abi1 complex,P56945
c-Abl-CAS-Abi1 complex,Q8IZP0
c-Abl-cortactin-nmMLCK complex,P00519
c-Abl-cortactin-nmMLCK complex,Q14247
c-Abl-cortactin-nmMLCK complex,Q15746
C-CFTR-NHERF-ezrin complex,O14745
C-CFTR-NHERF-ezrin complex,P13569
C-CFTR-NHERF-ezrin complex,P15311
c-Fos-c-Jun-SAF-1 complex,P01100
c-Fos-c-Jun-SAF-1 complex,P05412
c-Fos-c-Jun-SAF-1 complex,P56270
c-Jun-ATF3 complex,P05412
c-Jun-ATF3 complex,P18847
c-MYC-ATPase-helicase complex,O96019
c-MYC-ATPase-helicase complex,P01106
c-MYC-ATPase-helicase complex,Q9Y230
c-MYC-ATPase-helicase complex,Q9Y265
c-MYC-ATPase-helicase complex,Q9Y4A5
C complex spliceosome,O43290
C complex spliceosome,O43390
C complex spliceosome,O43660
C complex spliceosome,O60306
C complex spliceosome,O60506
C complex spliceosome,O60508
C complex spliceosome,O75533
C complex spliceosome,O75643
C complex spliceosome,O94906
C complex spliceosome,O95391
C complex spliceosome,O95926
C complex spliceosome,P07910
C complex spliceosome,P08579
C complex spliceosome,P09651
C complex spliceosome,P09661
C complex spliceosome,P11940
C complex spliceosome,P14678
C complex spliceosome,P17844
C complex spliceosome,P22626
C complex spliceosome,P31943
C complex spliceosome,P38159
C complex spliceosome,P38919
C complex spliceosome,P42285
C complex spliceosome,P51991
C complex spliceosome,P52272
C complex spliceosome,P52597
C complex spliceosome,P61326
C complex spliceosome,P61978
C complex spliceosome,P62304
C complex spliceosome,P62306
C complex spliceosome,P62308
C complex spliceosome,P62310
C complex spliceosome,P62314
C complex spliceosome,P62316
C complex spliceosome,P62318
C complex spliceosome,Q00839
C complex spliceosome,Q01081
C complex spliceosome,Q07955
C complex spliceosome,Q12874
C complex spliceosome,Q13435
C complex spliceosome,Q13523
C complex spliceosome,Q13573
C complex spliceosome,Q14331
C complex spliceosome,Q14562
C complex spliceosome,Q15029
C complex spliceosome,Q15393
C complex spliceosome,Q15428
C complex spliceosome,Q15459
C complex spliceosome,Q6NZY4
C complex spliceosome,Q6P2Q9
C complex spliceosome,Q6UX04
C complex spliceosome,Q86V81
C complex spliceosome,Q8IYB3
C complex spliceosome,Q8WUQ7
C complex spliceosome,Q92620
C complex spliceosome,Q96BP3
C complex spliceosome,Q96DF8
C complex spliceosome,Q96DI7
C complex spliceosome,Q99459
C complex spliceosome,Q9BRR8
C complex spliceosome,Q9BRX9
C complex spliceosome,Q9BUQ8
C complex spliceosome,Q9BZJ0
C complex spliceosome,Q9H2H8
C complex spliceosome,Q9H307
C complex spliceosome,Q9H5Z1
C complex spliceosome,Q9HCG8
C complex spliceosome,Q9HCS7
C complex spliceosome,Q9NW64
C complex spliceosome,Q9P013
C complex spliceosome,Q9UBB9
C complex spliceosome,Q9UJV9
C complex spliceosome,Q9UKM9
C complex spliceosome,Q9ULR0
C complex spliceosome,Q9UMS4
C complex spliceosome,Q9UNP9
C complex spliceosome,Q9UQ35
C complex spliceosome,Q9Y333
C complex spliceosome,Q9Y3C6
C complex spliceosome,Q9Y5S9
C/EBPalpha-HNF6 complex,P49715
C/EBPalpha-HNF6 complex,Q9UBC0
C1D homodimer protein,Q13901
C1q complex,P02745
C1q complex,P02746
C1q complex,P02747
C2ORF3-Prp43-TFIP11 complex,O43143
C2ORF3-Prp43-TFIP11 complex,P16383
C2ORF3-Prp43-TFIP11 complex,Q9UBB9
C9orf72-SMCR8-WDR41 complex,Q8TEV9
C9orf72-SMCR8-WDR41 complex,Q96LT7
C9orf72-SMCR8-WDR41 complex,Q9HAD4
C9orf72-SMCR8 complex,Q8TEV9
C9orf72-SMCR8 complex,Q96LT7
CACY homodimer  complex,P06703
CADM1-4.1B-MPP3 complex,Q13368
CADM1-4.1B-MPP3 complex,Q9BY67
CADM1-4.1B-MPP3 complex,Q9Y2J2
CAK-ERCC2 complex,P18074
CAK-ERCC2 complex,P50613
CAK-ERCC2 complex,P51946
CAK-ERCC2 complex,P51948
CAK complex (Cdk-activating kinase complex),P50613
CAK complex (Cdk-activating kinase complex),P51946
CAK complex (Cdk-activating kinase complex),P51948
CAK core complex (Cdk-activating kinase core complex),P50613
CAK core complex (Cdk-activating kinase core complex),P51946
Calcineurin,P63098
Calcineurin,Q08209
Calcineurin-FKBP12 complex,P62942
Calcineurin-FKBP12 complex,P63098
Calcineurin-FKBP12 complex,Q08209
CALM1-FKBP38-BCL2 complex,P10415
CALM1-FKBP38-BCL2 complex,P62158
CALM1-FKBP38-BCL2 complex,Q14318
CALM1-KCNQ4(splice variant 1) complex,P56696
CALM1-KCNQ4(splice variant 1) complex,P62158
Calpain 1,P04632
Calpain 1,P07384
Calprotectin heterotetramer,P05109
Calprotectin heterotetramer,P06702
Calreticulin homo-oligomer complex,P27797
CAMK2-delta-MASH1 promoter-coactivator complex,P09874
CAMK2-delta-MASH1 promoter-coactivator complex,P12931
CAMK2-delta-MASH1 promoter-coactivator complex,P24928
CAMK2-delta-MASH1 promoter-coactivator complex,Q13557
CAMK2-delta-MASH1 promoter-coactivator complex,Q14469
CAMK2-delta-MASH1 promoter-coactivator complex,Q15233
CAMK2-delta-MASH1 promoter-coactivator complex,Q92793
CAMK2-delta-MASH1 promoter-coactivator complex,Q92831
CAND1-CUL1-RBX1 complex,P62877
CAND1-CUL1-RBX1 complex,Q13616
CAND1-CUL1-RBX1 complex,Q86VP6
CAND1-CUL2-RBX1 complex,P62877
CAND1-CUL2-RBX1 complex,Q13617
CAND1-CUL2-RBX1 complex,Q86VP6
CAND1-CUL3-RBX1 complex,P62877
CAND1-CUL3-RBX1 complex,Q13618
CAND1-CUL3-RBX1 complex,Q86VP6
CAND1-CUL4A-RBX1 complex,P62877
CAND1-CUL4A-RBX1 complex,Q13619
CAND1-CUL4A-RBX1 complex,Q86VP6
CAND1-CUL4B-RBX1 complex,P62877
CAND1-CUL4B-RBX1 complex,Q13620
CAND1-CUL4B-RBX1 complex,Q86VP6
CAP-cbl-flotilin complex,O75955
CAP-cbl-flotilin complex,P22681
CAP-cbl-flotilin complex,Q9BX66
CAP(C)-CAP(E) complex,O95347
CAP(C)-CAP(E) complex,Q9NTJ3
CAPG-PRMT5 complex,O14744
CAPG-PRMT5 complex,P40121
CAPN1-HSP90AB1 complex,P07384
CAPN1-HSP90AB1 complex,P08238
CAPZA3-CAPZB complex,P47756
CAPZA3-CAPZB complex,Q96KX2
CAPZalpha-CAPZbeta complex,P47756
CAPZalpha-CAPZbeta complex,P52907
Carboxypeptidase N,P15169
Carboxypeptidase N,P22792
CARMA1-BCL10-MALT1 complex,O95999
CARMA1-BCL10-MALT1 complex,Q9BXL7
CARMA1-BCL10-MALT1 complex,Q9UDY8
CART complex,O14964
CART complex,O43707
CART complex,O75382
CART complex,Q9ULV0
CAS-SRC-FAK complex,P12931
CAS-SRC-FAK complex,P56945
CAS-SRC-FAK complex,Q05397
Casein kinase II-HMG1 complex,P09429
Casein kinase II-HMG1 complex,P19784
Casein kinase II-HMG1 complex,P67870
Casein kinase II-HMG1 complex,P68400
"Casein kinase II (beta-dimer, alpha'-dimer)",P19784
"Casein kinase II (beta-dimer, alpha'-dimer)",P67870
"Casein kinase II (beta-dimer, alpha-dimer)",P67870
"Casein kinase II (beta-dimer, alpha-dimer)",P68400
"Casein kinase II (beta-dimer, alpha, alpha')",P19784
"Casein kinase II (beta-dimer, alpha, alpha')",P67870
"Casein kinase II (beta-dimer, alpha, alpha')",P68400
CASK-LIN7C-APBA1 complex,O14936
CASK-LIN7C-APBA1 complex,Q02410
CASK-LIN7C-APBA1 complex,Q9NUP9
CASP8-CHUK-IKBKB-MALT1-BCL10 complex,O14920
CASP8-CHUK-IKBKB-MALT1-BCL10 complex,O15111
CASP8-CHUK-IKBKB-MALT1-BCL10 complex,O95999
CASP8-CHUK-IKBKB-MALT1-BCL10 complex,Q14790
CASP8-CHUK-IKBKB-MALT1-BCL10 complex,Q9UDY8
CASP8-FADD-MALT1-BCL10 complex,O95999
CASP8-FADD-MALT1-BCL10 complex,Q13158
CASP8-FADD-MALT1-BCL10 complex,Q14790
CASP8-FADD-MALT1-BCL10 complex,Q9UDY8
Caspase-10-SUMO-FADD/Drp1 complex,O00429
Caspase-10-SUMO-FADD/Drp1 complex,Q13158
Caspase-10-SUMO-FADD/Drp1 complex,Q92851
CAV1-VDAC1-ESR1 complex,P03372
CAV1-VDAC1-ESR1 complex,P21796
CAV1-VDAC1-ESR1 complex,Q03135
Caveolin-1 homodimer complex,Q03135
CBC complex (cap binding complex),P52298
CBC complex (cap binding complex),Q09161
CBF-DNA complex,P23511
CBF-DNA complex,P25208
CBF-DNA complex,Q13952
CBF1-HDAC1-SMRT complex,Q06330
CBF1-HDAC1-SMRT complex,Q13547
CBF1-HDAC1-SMRT complex,Q9Y618
"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated",P22681
"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated",P62993
"Cbl-SLP-76-Grb2 complex, Fc receptor gamma-R1 stimulated",Q13094
"CBP-RARA-RXRA-DNA complex, ligand stimulated",P10276
"CBP-RARA-RXRA-DNA complex, ligand stimulated",P19793
"CBP-RARA-RXRA-DNA complex, ligand stimulated",Q92793
CBP80/20- dependent translation complex,O43310
CBP80/20- dependent translation complex,P38919
CBP80/20- dependent translation complex,P52298
CBP80/20- dependent translation complex,P55884
CBP80/20- dependent translation complex,Q09161
CBP80/20- dependent translation complex,Q9BZI7
CBX3-EHMT1-NR3C1 complex,P04150
CBX3-EHMT1-NR3C1 complex,Q13185
CBX3-EHMT1-NR3C1 complex,Q9H9B1
CBX3-EHMT2-NR3C1 complex,P04150
CBX3-EHMT2-NR3C1 complex,Q13185
CBX3-EHMT2-NR3C1 complex,Q96KQ7
CC2D2A-CEP290 complex,O15078
CC2D2A-CEP290 complex,Q9P2K1
"CCC-Wash (WASH1, FAM21C) complex",A8K0Z3
"CCC-Wash (WASH1, FAM21C) complex",O60826
"CCC-Wash (WASH1, FAM21C) complex",Q567U6
"CCC-Wash (WASH1, FAM21C) complex",Q7Z3J2
"CCC-Wash (WASH1, FAM21C) complex",Q7Z4G1
"CCC-Wash (WASH1, FAM21C) complex",Q86VX2
"CCC-Wash (WASH1, FAM21C) complex",Q86X83
"CCC-Wash (WASH1, FAM21C) complex",Q8N668
"CCC-Wash (WASH1, FAM21C) complex",Q9GZQ3
"CCC-Wash (WASH1, FAM21C) complex",Q9H0A8
"CCC-Wash (WASH1, FAM21C) complex",Q9NX08
"CCC-Wash (WASH1, FAM21C) complex",Q9P000
"CCC-Wash (WASH1, FAM21C) complex",Q9UBI1
"CCC-Wash (WASH1, FAM21C) complex",Q9Y4E1
"CCC-Wash (WASH1, FAM21C) complex",Q9Y6G5
CCC complex,O60826
CCC complex,Q567U6
CCC complex,Q7Z3J2
CCC complex,Q7Z4G1
CCC complex,Q86VX2
CCC complex,Q86X83
CCC complex,Q8N668
CCC complex,Q9GZQ3
CCC complex,Q9H0A8
CCC complex,Q9NX08
CCC complex,Q9P000
CCC complex,Q9UBI1
CCC complex,Q9Y6G5
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,A8K0Z3
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,O60826
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q567U6
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q7Z3J2
CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex,Q9Y4E1
CCDC22-CCDC93-C16orf62 complex,O60826
CCDC22-CCDC93-C16orf62 complex,Q567U6
CCDC22-CCDC93-C16orf62 complex,Q7Z3J2
CCDC22-COMMD1-CUL2 complex,O60826
CCDC22-COMMD1-CUL2 complex,Q13617
CCDC22-COMMD1-CUL2 complex,Q8N668
CCDC22-COMMD8-CUL1 complex,O60826
CCDC22-COMMD8-CUL1 complex,Q13616
CCDC22-COMMD8-CUL1 complex,Q9NX08
CCDC92-CEP164 complex,Q53HC0
CCDC92-CEP164 complex,Q9UPV0
CCDC93-COMMD1-COMMD6 complex,Q567U6
CCDC93-COMMD1-COMMD6 complex,Q7Z4G1
CCDC93-COMMD1-COMMD6 complex,Q8N668
CCNB1-CCNF complex,P14635
CCNB1-CCNF complex,P41002
CCNB1-CDC2 complex,P06493
CCNB1-CDC2 complex,P14635
CCNB2-CDC2 complex,O95067
CCNB2-CDC2 complex,P06493
CCNC-CDK3 complex,P24863
CCNC-CDK3 complex,Q00526
CCNC-CDK8-MED1-MED6-MED7 xcomplex,O43513
CCNC-CDK8-MED1-MED6-MED7 xcomplex,O75586
CCNC-CDK8-MED1-MED6-MED7 xcomplex,P24863
CCNC-CDK8-MED1-MED6-MED7 xcomplex,P49336
CCNC-CDK8-MED1-MED6-MED7 xcomplex,Q15648
CCND1-CDK4 complex,P11802
CCND1-CDK4 complex,P24385
CCND1-CDK6 complex,P24385
CCND1-CDK6 complex,Q00534
CCND2-CDK4 complex,P11802
CCND2-CDK4 complex,P30279
CCND2-CDK6 complex,P30279
CCND2-CDK6 complex,Q00534
CCND3-CDK4 complex,P11802
CCND3-CDK4 complex,P30281
CCND3-CDK6 complex,P30281
CCND3-CDK6 complex,Q00534
CCNT1- CDK9-GRN complex,O60563
CCNT1- CDK9-GRN complex,P28799
CCNT1- CDK9-GRN complex,P50750
CCP110-CEP290 complex,O15078
CCP110-CEP290 complex,O43303
CCR4-NOT-CNOT7-CNOT6 complex,A5YKK6
CCR4-NOT-CNOT7-CNOT6 complex,O75175
CCR4-NOT-CNOT7-CNOT6 complex,Q92600
CCR4-NOT-CNOT7-CNOT6 complex,Q9C0C2
CCR4-NOT-CNOT7-CNOT6 complex,Q9H9A5
CCR4-NOT-CNOT7-CNOT6 complex,Q9NZN8
CCR4-NOT-CNOT7-CNOT6 complex,Q9UIV1
CCR4-NOT-CNOT7-CNOT6 complex,Q9UKZ1
CCR4-NOT-CNOT7-CNOT6 complex,Q9ULM6
CCR4-NOT-CNOT7-CNOT6L complex,A5YKK6
CCR4-NOT-CNOT7-CNOT6L complex,O75175
CCR4-NOT-CNOT7-CNOT6L complex,Q92600
CCR4-NOT-CNOT7-CNOT6L complex,Q96LI5
